28.3999996185,64.0,1.08098433299,93.0,27.0,13.1,9.8,1524749464.37
28.5,63.2999992371,0.480437481328,461.0,27.0,12.5,9.7,1524749875.98
28.5,64.0499992371,0.480437481328,93.0,28.0,14.2,10.2,1524750292.85
28.5,62.7000007629,0.480437481328,92.5,27.0,13.9,9.7,1524750702.04
28.3999996185,62.5999984741,0.720656221992,93.0,27.0,14.1,10.0,1524751116.21
28.2999992371,63.0999984741,0.120109370332,92.0,27.0,13.5,10.5,1524751525.54
28.2000007629,59.2000007629,0.720656221992,92.0,26.0,11.6,9.7,1524751937.35
28.2000007629,57.8500003815,0.0,460.5,26.0,13.6,9.5,1524752351.65
28.1000003815,55.4000015259,0.480437481328,93.0,26.0,15.7,10.9,1524752760.85
27.7000007629,56.7999992371,0.240218740664,93.0,26.0,17.8,12.3,1524753170.07
27.6000003815,58.0,0.0,93.0,27.0,17.3,11.8,1524753584.39
27.6000003815,58.4000015259,0.0,92.0,27.0,14.6,11.2,1524754001.23
27.6000003815,58.7000007629,0.120109370332,93.0,27.0,15.4,11.2,1524754415.54
27.5,58.9000015259,0.960874962656,93.0,27.0,14.4,10.7,1524754824.77
27.5,59.0,0.0,784.0,27.0,16.2,11.1,1524755234.08
27.5,59.5,0.720656221992,93.0,27.0,13.8,10.4,1524755643.27
27.5,59.7999992371,0.240218740664,93.0,27.0,15.3,11.1,1524756057.56
27.5,59.9000015259,0.480437481328,184.0,27.0,16.1,11.3,1524756469.31
27.5,60.0999984741,0.0,883.0,27.0,13.5,10.9,1524756881.19
27.3999996185,60.2999992371,0.0,93.0,28.0,14.0,11.0,1524757292.85
27.3999996185,60.5999984741,0.0,93.0,28.0,12.9,10.6,1524757702.12
27.3999996185,60.7999992371,0.0,93.0,28.0,12.8,10.4,1524758113.78
27.3999996185,60.9000015259,0.0,93.0,28.0,13.2,10.2,1524758523.04
27.3999996185,60.9000015259,0.240218740664,83.0,28.0,12.4,10.2,1524758944.93
27.2999992371,61.2000007629,0.0,93.0,28.0,12.7,10.2,1524759356.64
27.2999992371,61.5,0.0,92.5,28.0,15.4,10.8,1524759765.87
27.2999992371,61.7000007629,0.0,93.0,28.0,13.8,10.6,1524760175.03
27.2000007629,61.9000015259,0.0,93.0,28.0,12.9,10.4,1524760586.74
27.2000007629,62.0,0.0,93.0,28.0,12.5,10.3,1524760995.96
27.2000007629,62.2999992371,0.0,93.0,28.0,11.9,10.4,1524761405.17
27.2000007629,62.2999992371,0.0,93.0,28.0,11.6,9.7,1524761814.44
