26.6000003815,60.2999992371,0.720656221992,93.0,21.0,6.2,2.3,1524835920.93
26.7000007629,60.3500003815,1.08098433299,93.0,21.0,6.9,3.1,1524836332.76
26.7000007629,60.4000015259,0.960874962656,883.0,21.0,9.7,3.0,1524836749.91
26.7000007629,60.4000015259,1.68153118465,93.0,21.0,7.0,2.9,1524837161.6
26.7000007629,60.4000015259,1.08098433299,184.0,21.0,7.2,3.0,1524837573.48
26.6000003815,60.4000015259,0.720656221992,883.0,21.0,5.2,2.4,1524837985.3
26.6000003815,60.5,0.480437481328,184.0,21.0,5.3,2.6,1524838397.04
26.6000003815,60.2999992371,1.92174992531,461.0,21.0,8.9,3.0,1524838812.27
26.6000003815,60.2999992371,2.76251551764,93.0,21.0,5.5,2.5,1524839224.16
26.5,60.2000007629,1.44131244398,461.5,21.0,8.3,3.0,1524839635.98
26.3999996185,60.0999984741,1.92174992531,93.0,21.0,6.2,2.6,1524840047.78
26.3999996185,60.2000007629,1.80164055498,184.0,20.0,7.8,2.8,1524840464.66
26.3999996185,60.2000007629,1.32120307365,93.0,20.0,5.8,2.9,1524840878.94
26.2999992371,60.2999992371,1.68153118465,825.0,20.0,6.1,3.1,1524841288.17
26.2999992371,60.5,2.76251551764,92.0,20.0,7.6,3.2,1524841697.42
26.2999992371,60.4000015259,0.960874962656,883.0,20.0,7.2,2.9,1524842106.87
26.2999992371,60.2000007629,2.52229677697,93.0,20.0,7.3,3.0,1524842516.16
26.2999992371,59.7999992371,1.92174992531,66.0,20.0,8.0,3.1,1524842925.38
26.2999992371,59.5,1.32120307365,92.5,20.0,7.4,3.2,1524843337.29
26.2999992371,59.2999992371,2.16196866598,461.0,20.0,4.5,2.4,1524843749.09
26.2999992371,59.4000015259,1.44131244398,93.0,20.0,6.6,2.1,1524844163.55
26.2999992371,59.8500003815,0.840765592324,93.0,20.0,6.1,2.2,1524844585.36
26.2999992371,58.7000007629,0.240218740664,941.0,20.0,6.0,2.1,1524844994.67
26.2000007629,59.4500007629,0.720656221992,92.0,20.0,4.4,1.8,1524845403.87
26.2000007629,59.7000007629,0.840765592324,941.0,20.0,5.2,2.4,1524845818.24
26.2000007629,59.7999992371,0.960874962656,629.0,20.0,6.4,2.5,1524846232.59
26.1000003815,59.7000007629,0.720656221992,184.0,20.0,5.8,2.2,1524846646.83
26.1000003815,60.0999984741,1.44131244398,93.0,20.0,3.9,2.2,1524847056.07
26.0,59.9000015259,0.480437481328,184.0,20.0,6.0,2.2,1524847465.21
26.0,60.2000007629,0.480437481328,66.0,20.5,5.3,2.4,1524847877.07
26.0,60.4000015259,0.240218740664,93.0,21.0,7.2,2.7,1524848291.46
26.0,60.4000015259,0.360328110996,881.5,21.0,5.3,2.4,1524848700.7
26.1000003815,60.2000007629,0.240218740664,93.0,20.0,4.6,2.3,1524849112.45
26.1000003815,60.0,0.480437481328,461.0,20.0,5.1,2.2,1524849526.86
26.1000003815,60.0,0.480437481328,93.0,20.0,3.6,2.1,1524849941.09
26.1000003815,60.0,0.360328110996,461.0,20.0,4.4,2.3,1524850360.46
26.1000003815,60.4000015259,0.0,66.0,20.0,4.8,2.2,1524850772.23
26.1000003815,60.2999992371,0.0,93.0,21.0,4.8,2.3,1524850772.23
26.1000003815,60.5,0.0,461.0,21.0,5.2,2.5,1524850772.23
26.1000003815,60.7999992371,0.0,93.0,21.0,5.0,2.6,1524850772.23
26.0,60.6000003815,0.0,93.0,21.0,5.9,2.4,1524850772.23
26.0,61.0,0.0,93.0,21.0,4.6,2.6,1524850772.23
26.0,61.2999992371,0.0,93.0,21.0,5.9,2.5,1524850772.23
25.8999996185,61.2999992371,0.0,93.0,21.0,6.7,2.8,1524850772.23
25.8999996185,61.7000007629,0.0,460.5,21.0,5.7,3.1,1524850772.23
25.7999992371,61.7999992371,0.0,184.5,21.0,5.9,3.0,1524850772.23
25.7999992371,62.0499992371,0.0,93.0,21.0,5.8,3.4,1524850772.23
25.7999992371,62.0999984741,0.0,461.0,21.0,5.0,2.9,1524850772.23
25.7999992371,61.75,0.0,93.0,21.0,6.6,3.4,1524850772.23
25.8499994278,61.75,0.0,93.0,21.0,4.8,3.2,1524850772.23
25.7999992371,61.7000007629,0.0,460.0,21.0,5.6,3.3,1524850772.23
25.7999992371,61.7000007629,0.0,184.0,21.0,6.3,3.6,1524850772.23
25.7999992371,61.7000007629,0.0,184.0,21.0,6.6,3.3,1524850772.23
25.7999992371,61.5999984741,0.0,461.0,21.0,7.3,3.9,1524850772.23
25.7999992371,61.5999984741,0.0,93.0,21.0,5.7,3.8,1524850772.23
25.7999992371,61.5,0.0,93.0,21.0,5.2,3.2,1524850772.23
25.7999992371,61.5999984741,0.0,461.0,20.0,6.6,3.7,1524850772.23
25.7000007629,61.6499996185,0.0,93.0,20.0,4.5,3.0,1524850772.23
25.6000003815,62.0,0.0,460.0,21.0,6.7,3.7,1524850772.23
25.6000003815,62.0999984741,0.0,93.0,20.0,5.3,3.2,1524850772.23
25.6000003815,62.4000015259,0.0,92.5,20.0,4.9,3.2,1524850772.23
25.5,62.5999984741,0.0,92.5,20.5,6.4,3.6,1524850772.23
25.5,62.5999984741,0.0,93.0,20.0,5.6,3.2,1524850772.23
25.5,62.5999984741,0.0,460.0,20.0,6.2,3.3,1524850772.23
25.4499998093,62.5999984741,0.0,460.5,20.0,5.1,3.3,1524850772.23
25.5,62.5999984741,0.0,782.5,20.0,5.6,3.2,1524850772.23
25.5,62.0999984741,0.0,184.0,20.0,5.3,3.5,1524850772.23
25.5,62.0999984741,0.0,93.0,20.0,6.1,3.7,1524850772.23
25.5,61.4000015259,0.0,93.0,20.0,6.3,3.4,1524850772.23
25.5,61.7000007629,0.0,93.0,20.0,5.5,3.5,1524850772.23
25.5,61.9000015259,0.0,93.0,20.0,6.0,3.3,1524850772.23
25.3999996185,61.5999984741,0.0,461.0,20.0,5.1,3.1,1524850772.23
25.3999996185,61.5999984741,0.0,93.0,20.0,6.6,3.6,1524850772.23
25.3999996185,61.5999984741,0.0,93.0,20.0,6.6,3.4,1524850772.23
25.2999992371,62.0,0.0,93.0,20.0,5.1,3.3,1524850772.23
25.2999992371,62.2999992371,0.0,461.0,20.0,4.6,3.0,1524850772.23
25.2999992371,62.3500003815,0.0,460.5,20.0,5.0,3.1,1524850772.23
25.2999992371,62.3500003815,0.0,66.0,20.0,5.4,3.3,1524850772.23
25.2000007629,62.2999992371,0.0,93.0,20.0,5.3,3.1,1524850772.23
25.2000007629,62.4000015259,0.0,461.5,20.0,5.0,3.0,1524850772.23
25.2000007629,62.4000015259,0.0,92.5,20.0,3.8,2.9,1524850772.23
25.2000007629,62.5,0.0,460.5,20.0,4.2,3.0,1524850772.23
25.2000007629,62.1499996185,0.0,93.0,20.0,4.8,2.9,1524850772.23
25.2000007629,62.0999984741,0.0,461.0,20.0,6.2,3.3,1524850772.23
25.2000007629,61.7999992371,0.0,461.0,20.0,5.1,2.9,1524850772.23
25.2000007629,61.7000007629,0.0,93.0,20.0,4.8,3.0,1524850772.23
25.2000007629,61.5999984741,0.0,93.0,20.0,4.2,2.7,1524850772.23
25.2000007629,61.5,0.0,93.0,20.0,5.5,2.6,1524850772.23
25.2000007629,61.5,0.0,93.0,20.0,4.1,2.6,1524850772.23
25.1000003815,61.5999984741,0.0,93.0,20.0,4.8,2.7,1524850772.23
25.1000003815,61.5,0.0,93.0,20.0,3.8,2.3,1524850772.23
25.1000003815,61.9000015259,0.0,92.0,20.0,4.1,2.3,1524850772.23
